103,1,6,1,5,5,,
103,1,17,2,5,5,,
103,1,5,3,5,5,,
103,3,4,4,5,5,,
103,3,14,5,5,5,,
103,4,58,6,5,5,,
103,4,1,7,5,5,,
103,4,2,8,5,5,,
103,4,11,9,5,5,,
103,4,5,10,5,5,,
103,11,7,11,5,5,,
101,1,42,1,5,5,,
101,1,41,2,5,5,,
101,3,57,3,5,5,,
101,3,34,4,5,5,,
101,4,57,5,5,5,,
101,4,51,6,5,5,,
101,4,66,7,5,5,,
101,4,39,8,5,5,,
101,6,38,9,5,5,,
101,9,41,10,5,5,,
101,11,65,11,5,5,,
81,1,23,1,5,5,,
81,1,34,2,5,5,,
81,1,28,3,5,5,,
81,1,42,4,5,5,,
81,3,40,5,5,5,,
81,4,38,6,5,5,,
81,4,51,7,5,5,,
81,4,34,8,5,5,,
81,4,31,9,5,5,,
81,4,41,10,5,5,,
81,4,47,11,5,5,,
81,10,32,12,5,5,,
81,5,40,13,5,5,,
68,1,41,1,5,5,,
68,1,41,2,5,5,,
68,11,42,3,5,5,,
68,1,42,4,5,5,,
68,1,27,5,5,5,,
68,1,27,6,5,5,,
68,1,27,7,5,5,,
68,1,27,8,5,5,,
68,1,27,9,5,5,,
68,1,27,10,5,5,,
68,1,27,11,5,5,,
68,1,27,12,5,5,,
68,1,27,13,5,5,,
68,1,27,14,5,5,,
68,1,27,15,5,5,,
68,1,27,16,5,5,,
68,1,27,17,5,5,,
68,1,27,18,5,5,,
68,1,27,19,5,5,,
68,1,27,20,5,5,,
68,1,27,21,5,5,,
68,1,27,22,5,5,,
68,1,34,23,5,5,,
69,3,17,1,5,5,,
69,4,7,2,5,5,,
69,4,12,3,5,5,,
69,4,19,4,5,5,,
69,10,2,5,5,5,,
69,11,9,6,5,5,,
60,1,46,1,5,5,,
55,4,12,1,5,5,,
55,4,3,2,5,5,,
55,4,18,3,5,5,,
55,11,19,4,5,5,,
55,10,7,5,5,5,,
55,4,6,6,5,5,,
52,4,5,1,5,5,,
52,4,3,2,5,5,,
52,4,16,3,5,5,,
52,4,19,4,5,5,,
52,7,6,5,5,5,,
48,6,40,1,5,5,,
48,1,43,2,5,5,,
48,1,43,3,5,5,,
48,1,43,4,5,5,,
48,1,43,5,5,5,,
43,4,47,1,5,5,,
43,4,47,2,5,5,,
43,4,47,3,5,5,,
43,4,47,4,5,5,,
43,1,31,5,5,5,,
43,1,31,6,5,5,,
43,1,31,7,5,5,,
43,1,31,8,5,5,,
43,1,31,9,5,5,,
43,1,31,10,5,5,,
43,1,31,11,5,5,,
43,1,31,12,5,5,,
43,1,31,13,5,5,,
43,1,31,14,5,5,,
41,5,34,1,5,5,,
41,5,34,2,5,5,,
41,5,34,3,5,5,,
41,5,34,4,5,5,,
41,5,34,5,5,5,,
34,1,42,1,5,5,,
34,1,42,2,5,5,,
34,1,42,3,5,5,,
34,1,42,4,5,5,,
34,1,42,5,5,5,,
34,1,42,6,5,5,,
34,1,42,7,5,5,,
34,1,42,8,5,5,,
34,1,42,9,5,5,,
34,1,42,10,5,5,,
31,3,5,1,5,5,,
31,4,19,2,5,5,,
31,4,14,3,5,5,,
31,11,13,4,5,5,,
22,6,5,1,5,5,,
22,4,17,2,5,5,,
22,10,7,3,5,5,,
21,11,34,1,5,5,,
18,1,34,1,5,5,,
14,4,5,1,5,5,,
14,10,9,2,5,5,,
8,1,40,1,5,5,,
8,1,40,2,5,5,,
8,1,40,3,5,5,,
8,1,40,4,5,5,,
8,1,40,5,5,5,,
8,1,40,6,5,5,,
8,1,40,7,5,5,,
8,1,40,8,5,5,,
8,1,40,9,5,5,,
8,1,40,10,5,5,,
4,1,37,1,5,5,,
4,1,37,2,5,5,,
4,1,37,3,5,5,,
4,1,37,4,5,5,,
4,1,37,5,5,5,,
4,1,37,6,5,5,,
4,1,37,7,5,5,,
4,1,37,8,5,5,,
4,1,37,10,5,5,,
110,1,62,1,5,5,,
